1652268011411, 0.01, 0.01, -0.1975
1652268011411, 0.01, 0.01, -0.1975
1652268011412, 0.01, 0.01, -0.1975
1652268011413, 0.01, 0.01, -0.1975
1652268011414, 0.01, 0.01, -0.1975
1652268011415, 0.01, 0.01, -0.1975
Collision
1652268011418, 0.01, 0.01, -0.1975
Collision
1652268011419, 0.00995434, 0.00999922, -0.197498
Collision
1652268011421, 0.00955429, 0.00999197, -0.197481
Collision
1652268011423, 0.00915202, 0.00998153, -0.197464
Collision
1652268011425, 0.00875054, 0.0099693, -0.197449
Collision
1652268011427, 0.00835474, 0.00995864, -0.197435
1652268011429, 0.00797108, 0.00995196, -0.19742
1652268011429, 0.00760605, 0.00995439, -0.19741
1652268011430, 0.00753918, 0.00995984, -0.19741
1652268011431, 0.00745022, 0.00996709, -0.197409
1652268011432, 0.00740642, 0.00997066, -0.197409
1652268011433, 0.00736033, 0.00997442, -0.197409
1652268011435, 0.00731395, 0.0099782, -0.197408
1652268011435, 0.00723916, 0.00999857, -0.19741
1652268011436, 0.00715728, 0.0100237, -0.197412
1652268011437, 0.00712116, 0.0100348, -0.197413
1652268011439, 0.00708438, 0.0100461, -0.197414
1652268011440, 0.00700618, 0.0100701, -0.197416
1652268011440, 0.00694338, 0.0101158, -0.19742
1652268011441, 0.00684079, 0.0101908, -0.197427
1652268011443, 0.00681689, 0.0102083, -0.197429
1652268011443, 0.0067517, 0.0102689, -0.197434
1652268011444, 0.00667835, 0.0103859, -0.197445
1652268011445, 0.00666115, 0.0104133, -0.197447
1652268011446, 0.00664396, 0.0104407, -0.19745
1652268011448, 0.00662677, 0.0104682, -0.197452
1652268011448, 0.00658717, 0.0105516, -0.197459
1652268011449, 0.00656137, 0.0106622, -0.197469
1652268011450, 0.00655216, 0.0107017, -0.197472
1652268011451, 0.00654294, 0.0107413, -0.197475
1652268011452, 0.00651787, 0.0108488, -0.197484
1652268011453, 0.00650254, 0.010957, -0.197491
1652268011454, 0.00650261, 0.0110757, -0.197493
1652268011455, 0.00650264, 0.0111288, -0.197494
1652268011456, 0.00650271, 0.0112607, -0.197496
1652268011457, 0.00650274, 0.0113142, -0.197497
1652268011458, 0.00650277, 0.0113673, -0.197498
1652268011459, 0.0065028, 0.0114203, -0.1975
1652268011460, 0.00652594, 0.0115957, -0.1975
1652268011461, 0.00655631, 0.0117938, -0.1975
1652268011462, 0.00656692, 0.011863, -0.1975
1652268011463, 0.00657753, 0.0119323, -0.1975
1652268011464, 0.00660547, 0.0121145, -0.1975
1652268011465, 0.00665986, 0.0123365, -0.1975
1652268011466, 0.00671423, 0.0125495, -0.1975
1652268011467, 0.00673662, 0.0126372, -0.1975
1652268011468, 0.0067974, 0.0128752, -0.1975
1652268011469, 0.00688117, 0.0131625, -0.1975
1652268011470, 0.00698522, 0.0134823, -0.1975
1652268011471, 0.00702292, 0.0135981, -0.1975
1652268011472, 0.00711649, 0.0138857, -0.1975
1652268011474, 0.00716595, 0.0140377, -0.1975
1652268011474, 0.00721435, 0.0141735, -0.1975
1652268011475, 0.00745511, 0.0148127, -0.1975
1652268011476, 0.00757518, 0.0151314, -0.1975
1652268011478, 0.00763573, 0.0152922, -0.1975
1652268011478, 0.00768941, 0.0154305, -0.1975
1652268011479, 0.00796396, 0.016093, -0.1975
1652268011480, 0.00811885, 0.0164667, -0.1975
1652268011481, 0.00819405, 0.0166481, -0.1975
Collision
1652268011483, 0.00825754, 0.0168013, -0.1975
Collision
1652268011485, 0.00830566, 0.0169553, -0.197499
Collision
1652268011495, 0.00824476, 0.0185297, -0.19747
Collision
1652268011500, 0.00821184, 0.0202979, -0.197442
1652268011501, 0.00822685, 0.022312, -0.197412
1652268011502, 0.00844237, 0.0245951, -0.197393
1652268011503, 0.008521, 0.0250781, -0.197392
1652268011504, 0.00858762, 0.0254873, -0.19739
1652268011505, 0.00862918, 0.0257426, -0.197389
1652268011506, 0.00867075, 0.0259978, -0.197388
1652268011507, 0.00871231, 0.0262531, -0.197387
1652268011508, 0.00880395, 0.026816, -0.197385
Collision
1652268011510, 0.00885112, 0.0271057, -0.197384
Collision
1652268011512, 0.00880712, 0.0273506, -0.197384
Collision
1652268011514, 0.00836094, 0.0297721, -0.197385
Collision
1652268011516, 0.00814166, 0.0324793, -0.197395
Collision
1652268011517, 0.00807728, 0.0354194, -0.197409
1652268011517, 0.00857436, 0.038132, -0.197382
1652268011518, 0.00864682, 0.0375769, -0.197268
Collision
1652268011520, 0.00865494, 0.0375148, -0.197255
Collision
1652268011521, 0.00872025, 0.0373765, -0.197253
Collision
1652268011522, 0.00897394, 0.0369566, -0.197247
Collision
1652268011524, 0.009389, 0.0367118, -0.197249
Collision
1652268011525, 0.00997658, 0.0364907, -0.197256
1652268011525, 0.0106203, 0.0363246, -0.197263
1652268011526, 0.0113012, 0.0362072, -0.19727
Collision
1652268011528, 0.0113917, 0.0361916, -0.197271
Collision
1652268011528, 0.0115581, 0.0361697, -0.197272
1652268011529, 0.0124183, 0.0360738, -0.19728
1652268011530, 0.0132956, 0.0360118, -0.197288
Collision
1652268011532, 0.0134001, 0.0360045, -0.197289
Collision
1652268011532, 0.0135898, 0.0359967, -0.197291
1652268011533, 0.0145783, 0.0359322, -0.197301
1652268011534, 0.0153863, 0.0355244, -0.197315
Collision
1652268011536, 0.015485, 0.0354746, -0.197317
Collision
1652268011536, 0.015641, 0.0354086, -0.197321
1652268011537, 0.0165604, 0.0350363, -0.197343
1652268011538, 0.0174131, 0.0347521, -0.197368
Collision
1652268011540, 0.0175197, 0.0347166, -0.197371
Collision
1652268011541, 0.0176811, 0.0346668, -0.197376
1652268011542, 0.0186967, 0.0343829, -0.197411
Collision
1652268011544, 0.019664, 0.0341525, -0.197448
1652268011544, 0.0198071, 0.0341208, -0.197454
Collision
1652268011545, 0.0208586, 0.0340958, -0.197496
1652268011546, 0.0209762, 0.0340942, -0.1975
1652268011547, 0.0220813, 0.0342525, -0.1975
1652268011548, 0.0222271, 0.0342791, -0.1975
1652268011549, 0.0225086, 0.0343569, -0.1975
1652268011550, 0.0226342, 0.0343917, -0.1975
1652268011551, 0.0227598, 0.0344264, -0.1975
1652268011552, 0.0231484, 0.0345339, -0.1975
1652268011553, 0.0232739, 0.0345686, -0.1975
1652268011554, 0.023593, 0.0346732, -0.1975
1652268011555, 0.0240006, 0.0348296, -0.1975
1652268011556, 0.0243333, 0.0349572, -0.1975
1652268011557, 0.0246376, 0.035074, -0.1975
1652268011558, 0.0249222, 0.0351999, -0.1975
1652268011559, 0.0252383, 0.0353479, -0.1975
1652268011560, 0.0255282, 0.0354836, -0.1975
1652268011561, 0.0257315, 0.0355787, -0.1975
1652268011562, 0.0260619, 0.0357363, -0.1975
1652268011563, 0.0265399, 0.0359927, -0.1975
1652268011564, 0.0268417, 0.0361546, -0.1975
1652268011565, 0.0269943, 0.0362365, -0.1975
1652268011566, 0.0273012, 0.0364012, -0.1975
1652268011567, 0.0274304, 0.036476, -0.1975
1652268011568, 0.0279174, 0.0367617, -0.1975
1652268011569, 0.0281959, 0.0369251, -0.1975
1652268011570, 0.0283249, 0.0370008, -0.1975
1652268011571, 0.0286536, 0.0371953, -0.1975
1652268011572, 0.0291025, 0.0374761, -0.1975
1652268011573, 0.0293512, 0.0376317, -0.1975
1652268011574, 0.0296881, 0.0378424, -0.1975
1652268011575, 0.0300249, 0.0380567, -0.1975
1652268011576, 0.0305643, 0.0384078, -0.1975
1652268011577, 0.0308984, 0.0386253, -0.1975
1652268011578, 0.0312263, 0.03884, -0.1975
1652268011579, 0.0315964, 0.039086, -0.1975
1652268011580, 0.0319278, 0.0393063, -0.1975
1652268011581, 0.0322425, 0.0395155, -0.1975
1652268011582, 0.0325606, 0.0397272, -0.1975
1652268011583, 0.0328467, 0.0399178, -0.1975
1652268011584, 0.0331624, 0.040128, -0.1975
1652268011585, 0.0334529, 0.0403216, -0.1975
1652268011586, 0.0335676, 0.0403975, -0.1975
1652268011587, 0.0338483, 0.0405826, -0.1975
1652268011588, 0.0341204, 0.0407619, -0.1975
1652268011589, 0.0342328, 0.040836, -0.1975
1652268011590, 0.0344391, 0.040972, -0.1975
Collision
1652268011592, 0.0345554, 0.0410486, -0.1975
Collision
1652268011594, 0.0346267, 0.041161, -0.1975
Collision
1652268011596, 0.0345838, 0.0414454, -0.1975
Collision
1652268011596, 0.0345428, 0.0414736, -0.197467
1652268011597, 0.0344963, 0.0414135, -0.197315
1652268011598, 0.0344373, 0.0413937, -0.197293
Collision
1652268011600, 0.0344297, 0.0413912, -0.19729
1652268011600, 0.0344033, 0.0413992, -0.197291
1652268011601, 0.0342936, 0.0414241, -0.1973
1652268011602, 0.0342633, 0.0414146, -0.197304
1652268011603, 0.0342497, 0.0414103, -0.197306
1652268011604, 0.0342159, 0.0413997, -0.19731
1652268011605, 0.0342023, 0.0413954, -0.197312
1652268011606, 0.0341886, 0.0413911, -0.197314
1652268011607, 0.0341573, 0.0413695, -0.197319
1652268011608, 0.0340908, 0.0413151, -0.197329
1652268011609, 0.0340729, 0.0413004, -0.197332
1652268011610, 0.0340527, 0.0412838, -0.197335
1652268011611, 0.0340358, 0.04127, -0.197337
1652268011612, 0.0339903, 0.0412255, -0.197345
1652268011613, 0.0339332, 0.0411593, -0.197354
1652268011614, 0.0339128, 0.0411357, -0.197358
1652268011615, 0.0338924, 0.0411121, -0.197361
1652268011616, 0.0338375, 0.0410484, -0.197371
1652268011617, 0.0337999, 0.0410032, -0.197377
1652268011618, 0.0337289, 0.0409048, -0.19739
1652268011619, 0.0337048, 0.0408713, -0.197394
1652268011620, 0.0336438, 0.0407866, -0.197405
1652268011621, 0.0335776, 0.0406949, -0.197416
1652268011622, 0.0335469, 0.0406495, -0.197422
1652268011623, 0.0334781, 0.0405439, -0.197434
1652268011624, 0.033397, 0.0404193, -0.197448
1652268011625, 0.0333124, 0.0402893, -0.197463
1652268011626, 0.0332355, 0.0401666, -0.197473
1652268011627, 0.0331222, 0.0399821, -0.197484
1652268011628, 0.0330413, 0.0398502, -0.197492
1652268011629, 0.0329615, 0.0397202, -0.1975
1652268011630, 0.0328752, 0.0395752, -0.1975
1652268011631, 0.0327507, 0.0393661, -0.1975
1652268011632, 0.0326574, 0.0392094, -0.1975
1652268011633, 0.0325618, 0.0390481, -0.1975
1652268011634, 0.0324232, 0.0388122, -0.1975
1652268011635, 0.0323819, 0.0387419, -0.1975
1652268011636, 0.032301, 0.0386043, -0.1975
1652268011637, 0.0322597, 0.0385339, -0.1975
1652268011638, 0.0322183, 0.0384636, -0.1975
1652268011639, 0.0321764, 0.0383923, -0.1975
1652268011640, 0.0320193, 0.0381257, -0.1975
1652268011641, 0.0318954, 0.0379154, -0.1975
1652268011642, 0.0317703, 0.0377031, -0.1975
1652268011643, 0.0317239, 0.0376242, -0.1975
1652268011644, 0.031583, 0.0373883, -0.1975
1652268011645, 0.0313698, 0.0370316, -0.1975
1652268011646, 0.0313178, 0.0369447, -0.1975
1652268011647, 0.0312659, 0.0368577, -0.1975
1652268011648, 0.0311208, 0.0366177, -0.1975
1652268011649, 0.0308858, 0.0362328, -0.1975
1652268011650, 0.0308282, 0.0361384, -0.1975
1652268011651, 0.0307706, 0.0360441, -0.1975
1652268011652, 0.0306131, 0.0357863, -0.1975
1652268011653, 0.0304567, 0.0355369, -0.1975
1652268011654, 0.0303932, 0.0354356, -0.1975
1652268011655, 0.0303297, 0.0353344, -0.1975
1652268011656, 0.030204, 0.0351338, -0.1975
1652268011657, 0.0300655, 0.034913, -0.1975
1652268011658, 0.0299472, 0.0347263, -0.1975
1652268011659, 0.0298014, 0.0345013, -0.1975
1652268011660, 0.0296061, 0.0342001, -0.1975
1652268011661, 0.0294669, 0.0339853, -0.1975
1652268011662, 0.0293287, 0.0337721, -0.1975
1652268011663, 0.0292562, 0.0336623, -0.1975
1652268011664, 0.0289356, 0.0331863, -0.1975
1652268011665, 0.028792, 0.0329732, -0.1975
1652268011666, 0.028716, 0.0328603, -0.1975
1652268011667, 0.02864, 0.0327475, -0.1975
1652268011668, 0.0284191, 0.0324261, -0.1975
1652268011669, 0.0281935, 0.0321043, -0.1975
1652268011670, 0.028111, 0.0319867, -0.1975
1652268011671, 0.0280285, 0.031869, -0.1975
1652268011672, 0.027875, 0.0316502, -0.1975
1652268011673, 0.0277302, 0.0314438, -0.1975
1652268011674, 0.0275627, 0.0312137, -0.1975
1652268011675, 0.0273395, 0.0309091, -0.1975
1652268011676, 0.027073, 0.0305454, -0.1975
1652268011677, 0.0268599, 0.0302546, -0.1975
1652268011678, 0.0266384, 0.0299628, -0.1975
1652268011679, 0.0263814, 0.0296276, -0.1975
1652268011680, 0.026085, 0.029241, -0.1975
1652268011681, 0.0258597, 0.0289471, -0.1975
1652268011682, 0.0256241, 0.0286535, -0.1975
1652268011683, 0.0253535, 0.0283164, -0.1975
1652268011684, 0.025148, 0.0280604, -0.1975
1652268011685, 0.0250454, 0.0279326, -0.1975
1652268011686, 0.0249428, 0.0278049, -0.1975
1652268011687, 0.0248402, 0.0276771, -0.1975
1652268011688, 0.0247085, 0.0275199, -0.1975
1652268011689, 0.0244549, 0.0272185, -0.1975
1652268011690, 0.0242861, 0.0270178, -0.1975
1652268011691, 0.0240691, 0.0267598, -0.1975
1652268011692, 0.0237397, 0.0263683, -0.1975
1652268011693, 0.0234668, 0.0260584, -0.1975
1652268011694, 0.0230201, 0.0255515, -0.1975
1652268011695, 0.0229042, 0.02542, -0.1975
1652268011696, 0.0224972, 0.0249621, -0.1975
1652268011697, 0.0219659, 0.0243855, -0.1975
1652268011698, 0.0216428, 0.0240349, -0.1975
1652268011699, 0.0214894, 0.0238683, -0.1975
1652268011700, 0.0210277, 0.0233828, -0.1975
1652268011701, 0.0204669, 0.0228007, -0.1975
1652268011702, 0.0203383, 0.0226673, -0.1975
1652268011703, 0.0202098, 0.0225339, -0.1975
1652268011704, 0.0198761, 0.022196, -0.1975
1652268011705, 0.0195509, 0.0218728, -0.1975
1652268011706, 0.0194163, 0.0217391, -0.1975
1652268011707, 0.0191817, 0.0215059, -0.1975
1652268011708, 0.01874, 0.0210669, -0.1975
1652268011709, 0.0182537, 0.0206028, -0.1975
1652268011710, 0.0176468, 0.0200245, -0.1975
Collision
1652268011712, 0.0175066, 0.0198908, -0.1975
Collision
1652268011713, 0.0173735, 0.0195139, -0.1975
Collision
1652268011715, 0.0175988, 0.0186039, -0.1975
Collision
1652268011717, 0.0177791, 0.0177001, -0.1975
Collision
1652268011719, 0.0179233, 0.0168057, -0.1975
Collision
1652268011720, 0.0180343, 0.0159615, -0.1975
Collision
1652268011721, 0.0181275, 0.0150912, -0.1975
Collision
1652268011723, 0.0181974, 0.0142972, -0.1975
Collision
1652268011725, 0.0182579, 0.0134533, -0.1975
Collision
1652268011726, 0.0183063, 0.0126226, -0.1975
Collision
1652268011728, 0.0183424, 0.0118714, -0.1975
1652268011728, 0.0183739, 0.011063, -0.1975
Collision
1652268011730, 0.0183967, 0.0103454, -0.1975
Collision
1652268011732, 0.0183991, 0.0102656, -0.1975
1652268011732, 0.0184193, 0.00947176, -0.1975
Collision
1652268011734, 0.0184343, 0.0087427, -0.1975
Collision
1652268011736, 0.0184357, 0.00866382, -0.1975
1652268011736, 0.0184486, 0.00787525, -0.1975
Collision
1652268011738, 0.0184582, 0.00714305, -0.1975
Collision
1652268011740, 0.0184591, 0.00706383, -0.1975
Collision
1652268011742, 0.0184673, 0.0062697, -0.1975
Collision
1652268011743, 0.0184738, 0.0054701, -0.1975
Collision
1652268011745, 0.0184789, 0.0046927, -0.1975
1652268011745, 0.0184831, 0.00387489, -0.1975
Collision
1652268011747, 0.0184863, 0.00309524, -0.1975
Collision
1652268011749, 0.0184866, 0.00299856, -0.1975
Collision
1652268011750, 0.0184893, 0.0021483, -0.1975
1652268011750, 0.0184913, 0.00135127, -0.1975
Collision
1652268011752, 0.018493, 0.000510721, -0.1975
1652268011752, 0.0184931, 0.000420818, -0.1975
Collision
1652268011754, 0.0184944, -0.000413928, -0.1975
Collision
1652268011756, 0.0184945, -0.000506726, -0.1975
Collision
1652268011758, 0.0184956, -0.0014439, -0.1975
Collision
1652268011760, 0.0184965, -0.00240569, -0.1975
Collision
1652268011762, 0.0184972, -0.00339321, -0.1975
Collision
1652268011764, 0.0184978, -0.0044073, -0.1975
Collision
1652268011766, 0.0184982, -0.00544851, -0.1975
Collision
1652268011768, 0.0184911, -0.00651923, -0.1975
Collision
1652268011770, 0.0183933, -0.00756339, -0.1975
Collision
1652268011772, 0.0183842, -0.00755071, -0.1975
Collision
Collision
1652268011775, 0.0182468, -0.00754057, -0.1975
Collision
Collision
1652268011779, 0.018011, -0.00753341, -0.1975
Collision
Collision
1652268011781, 0.0180134, -0.00753936, -0.197501
Collision
Collision
1652268011783, 0.0180468, -0.00753161, -0.197501
Collision
Collision
1652268011785, 0.0180738, -0.00752528, -0.1975
Collision
Collision
1652268011787, 0.018095, -0.00752029, -0.1975
Collision
Collision
1652268011789, 0.0181119, -0.0075163, -0.1975
Collision
Collision
1652268011803, 0.0181253, -0.00751312, -0.1975
Collision
Collision
1652268011805, 0.0181359, -0.0075106, -0.1975
Collision
Collision
1652268011807, 0.0181442, -0.00750863, -0.1975
Collision
Collision
1652268011809, 0.0181506, -0.00750714, -0.1975
Collision
Collision
1652268011811, 0.0181549, -0.00750616, -0.1975
Collision
Collision
1652268011813, 0.0181568, -0.00750584, -0.1975
Collision
Collision
1652268011815, 0.0181568, -0.00750551, -0.1975
Collision
Collision
1652268011817, 0.0181568, -0.00750525, -0.197501
Collision
Collision
1652268011819, 0.0181568, -0.00750504, -0.197501
Collision
Collision
1652268011821, 0.0181568, -0.00750487, -0.197501
Collision
Collision
1652268011824, 0.0181569, -0.00750474, -0.197501
Collision
Collision
1652268011825, 0.0181584, -0.00750462, -0.197501
Collision
Collision
1652268011827, 0.0181606, -0.00750438, -0.197501
Collision
Collision
1652268011829, 0.018162, -0.00750421, -0.197501
Collision
Collision
1652268011831, 0.018162, -0.00750402, -0.197501
Collision
Collision
1652268011833, 0.018162, -0.00750387, -0.197501
Collision
Collision
1652268011835, 0.0181621, -0.00750375, -0.197501
Collision
Collision
1652268011837, 0.0181632, -0.00750364, -0.197501
Collision
Collision
1652268011839, 0.018165, -0.00750341, -0.197501
Collision
Collision
1652268011841, 0.0181664, -0.00750322, -0.197501
Collision
Collision
1652268011843, 0.0181666, -0.00750307, -0.197501
Collision
Collision
1652268011845, 0.0181666, -0.00750294, -0.197501
Collision
Collision
1652268011847, 0.0181669, -0.00750284, -0.197501
Collision
Collision
1652268011849, 0.0181682, -0.00750271, -0.197501
Collision
Collision
1652268011851, 0.0181695, -0.00750247, -0.1975
Collision
Collision
1652268011853, 0.0181703, -0.00750235, -0.1975
Collision
Collision
1652268011855, 0.0181703, -0.00750223, -0.1975
Collision
Collision
1652268011857, 0.0181703, -0.00750211, -0.197501
Collision
Collision
1652268011859, 0.0181707, -0.00750202, -0.197501
Collision
Collision
1652268011861, 0.0181717, -0.00750191, -0.1975
Collision
Collision
1652268011863, 0.0181726, -0.00750177, -0.1975
Collision
Collision
1652268011865, 0.0181728, -0.00750169, -0.1975
Collision
Collision
1652268011867, 0.0181728, -0.00750195, -0.1975
Collision
Collision
1652268011869, 0.0181728, -0.00750193, -0.197501
Collision
Collision
1652268011871, 0.0181728, -0.00750176, -0.197501
Collision
Collision
1652268011873, 0.0181733, -0.00750169, -0.1975
Collision
Collision
1652268011875, 0.0181738, -0.0075016, -0.1975
Collision
Collision
1652268011877, 0.018174, -0.00750183, -0.197501
Collision
Collision
1652268011879, 0.018174, -0.00750201, -0.197501
Collision
Collision
1652268011881, 0.018174, -0.00750197, -0.197501
Collision
Collision
1652268011883, 0.018174, -0.00750194, -0.197501
Collision
Collision
1652268011885, 0.018174, -0.00750199, -0.197501
Collision
Collision
1652268011887, 0.018174, -0.00750199, -0.197501
Collision
Collision
1652268011889, 0.0181742, -0.007502, -0.197501
Collision
Collision
1652268011891, 0.0181743, -0.00750199, -0.197501
Collision
Collision
1652268011894, 0.0181743, -0.00750208, -0.197501
Collision
Collision
1652268011897, 0.0181743, -0.00750208, -0.197501
Collision
Collision
1652268011899, 0.0181743, -0.00750207, -0.197501
Collision
Collision
1652268011902, 0.0181743, -0.0075021, -0.197501
Collision
Collision
1652268011904, 0.0181743, -0.0075021, -0.197501
Collision
Collision
1652268011907, 0.0181743, -0.0075021, -0.197501
Collision
Collision
1652268011910, 0.0181743, -0.00750211, -0.197501
Collision
Collision
1652268011912, 0.0181743, -0.00750211, -0.197501
Collision
Collision
1652268011914, 0.0181743, -0.00750211, -0.197502
Collision
Collision
1652268011916, 0.0181743, -0.00750211, -0.197502
Collision
Collision
1652268011918, 0.0181743, -0.0075021, -0.197501
Collision
Collision
1652268011920, 0.0181743, -0.0075021, -0.197501
Collision
Collision
1652268011922, 0.0181743, -0.00750209, -0.197501
Collision
Collision
1652268011924, 0.0181743, -0.00750208, -0.197501
Collision
Collision
1652268011926, 0.0181743, -0.00750206, -0.197501
Collision
Collision
